pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,election_year,state,overlapping_special_election,dem_actual,rep_actual,other_actual,rep_won
Rasmussen Reports,2010/09/08,2010/09/08,500,LV,54,38,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/08/27,2010/08/29,724,LV,43,38,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/08/03,2010/08/03,500,LV,49,40,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/07/27,2010/07/31,624,RV,39,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2010/07/19,2010/07/21,600,LV,44,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/07/08,2010/07/11,560,LV,46,36,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/07/06,2010/07/06,500,LV,52,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/06/26,2010/06/27,601,LV,38,33,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
SurveyUSA,2010/06/23,2010/06/24,617,LV,50,40,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/06/23,2010/06/23,500,LV,44,43,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/06/04,2010/06/06,601,LV,46,39,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/06/03,2010/06/03,500,LV,50,36,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/05/08,2010/05/10,631,LV,43,42,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/05/05,2010/05/05,1200,LV,48,40,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/04/19,2010/04/19,500,LV,50,32,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/04/08,2010/04/11,742,LV,43,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/03/22,2010/03/22,500,LV,51,35,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/03/12,2010/03/15,878,LV,41,36,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/02/23,2010/02/23,500,LV,50,34,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Mason-Dixon,2010/02/15,2010/02/17,625,RV,54,29,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2010/02/12,2010/02/15,788,LV,43,33,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/01/27,2010/01/27,500,LV,47,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/12/11,2009/12/13,593,LV,42,37,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2009/12/01,2009/12/03,600,LV,40,32,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/11/09,2009/11/11,711,LV,45,34,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Change Congress (D),2009/10/31,2009/11/01,600,LV,42,35,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Civitas (R),2009/10/20,2009/10/21,600,LV,44,33,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2009/09/15,2009/09/15,500,LV,48,38,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/09/02,2009/09/08,600,LV,42,31,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/08/04,2009/08/10,749,LV,43,31,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
PPP (D),2009/03/12,2009/03/15,1000,RV,43,35,,2010,north-carolina,,43.0466162847043,54.8121315194022,2.14125219589343,1
Rasmussen Reports,2010/10/21,2010/10/21,500,LV,72,25,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/09/20,2010/09/21,500,LV,68,25,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/08/10,2010/08/11,500,LV,69,25,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/07/21,2010/07/21,500,LV,69,22,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/06/15,2010/06/16,500,LV,73,19,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/05/18,2010/05/19,500,LV,72,23,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/04/20,2010/04/20,500,LV,69,24,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Rasmussen Reports,2010/03/23,2010/03/23,500,LV,68,25,,2010,north-dakota,,22.2001894908063,76.1690157377984,1.63079477139527,1
Ohio Poll/Univ of Cin.,2010/10/27,2010/10/31,930,LV,60,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/10/28,2010/10/30,1356,LV,57,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/25,2010/10/30,848,LV,56,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/10/26,2010/10/26,750,LV,57,33,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Columbus Dispatch*,2010/10/20,2010/10/29,1445,LV,56,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
SurveyUSA,2010/10/22,2010/10/26,613,LV,52,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/18,2010/10/24,686,LV,53,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
CNN/Time,2010/10/15,2010/10/19,863,LV,55,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/10/14,2010/10/18,839,LV,58,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/10/12,2010/10/17,1188,LV,55,34,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/10/08,2010/10/13,705,LV,58,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/10/11,2010/10/11,750,LV,57,34,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/10/09,2010/10/09,1000,LV,52,35,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Suffolk University,2010/10/04,2010/10/06,500,LV,47,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/10/02,2010/10/02,1000,LV,53,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/09/29,2010/10/03,1025,LV,55,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/09/27,2010/09/27,500,LV,51,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
CBS News/NY Times,2010/09/23,2010/09/27,941,LV,45,34,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/25,2010/09/25,1000,LV,50,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Reuters/Ipsos,2010/09/23,2010/09/25,440,LV,50,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Ohio Poll/Univ of Cin.,2010/09/16,2010/09/20,852,LV,55,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/18,2010/09/18,1000,LV,49,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/09/13,2010/09/13,750,LV,49,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
CNN/Time,2010/09/10,2010/09/14,820,LV,52,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/09/09,2010/09/14,730,LV,55,35,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
SurveyUSA,2010/09/10,2010/09/13,641,LV,49,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
FOX News/POR-Rasmussen,2010/09/11,2010/09/11,1000,LV,48,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Columbus Dispatch*,2010/08/25,2010/09/03,1622,LV,50,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/30,2010/08/30,750,LV,47,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/08/27,2010/08/29,475,LV,45,38,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/16,2010/08/16,750,LV,48,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Reuters/Ipsos,2010/08/06,2010/08/08,417,LV,43,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/08/02,2010/08/02,750,LV,44,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/07/19,2010/07/19,750,LV,45,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/06/29,2010/06/29,500,LV,43,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/06/26,2010/06/27,482,LV,38,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/06/22,2010/06/27,1107,RV,40,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/06/03,2010/06/03,500,LV,43,43,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
University of Cincinnati,2010/05/11,2010/05/20,668,LV,46,47,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/05/05,2010/05/05,500,LV,42,43,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/04/21,2010/04/26,1568,RV,37,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
R2000/Daily Kos (D)**,2010/04/05,2010/04/07,600,LV,39,43,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/03/30,2010/03/30,500,LV,43,38,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/03/23,2010/03/29,1526,RV,37,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2010/03/20,2010/03/21,630,LV,41,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/03/04,2010/03/04,500,LV,44,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2010/02/16,2010/02/21,1662,RV,40,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/02/05,2010/02/06,500,LV,43,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2010/01/12,2010/01/12,500,LV,44,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
ORL/Wenzel Strategies (R),2010/01/08,2010/01/12,1001,RV,37,31,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2009/12/07,2009/12/07,500,LV,38,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/11/05,2009/11/09,1123,RV,39,36,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Rasmussen Reports,2009/09/23,2009/09/23,500,LV,41,40,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/09/10,2009/09/13,1074,RV,31,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
R2000/Daily Kos (D)**,2009/07/06,2009/07/08,600,LV,35,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/06/26,2009/07/01,1259,RV,33,37,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2009/06/17,2009/06/19,619,RV,32,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/04/28,2009/05/04,1079,RV,31,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/03/10,2009/03/15,1299,RV,33,41,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Quinnipiac,2009/01/29,2009/02/02,1127,RV,27,42,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
PPP (D),2009/01/17,2009/01/18,578,RV,41,39,,2010,ohio,,39.4038894937954,56.8462985747679,3.74981193143662,1
Sooner Poll,2010/10/03,2010/10/07,352,LV,62,22,,2010,oklahoma,,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/09/23,2010/09/23,500,LV,68,26,,2010,oklahoma,,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/08/26,2010/08/26,500,LV,67,24,,2010,oklahoma,,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/07/28,2010/07/28,500,LV,65,31,,2010,oklahoma,,26.1331896640715,70.6367097903851,3.23010054554339,1
Rasmussen Reports,2010/06/30,2010/06/30,500,LV,65,26,,2010,oklahoma,,26.1331896640715,70.6367097903851,3.23010054554339,1
PPP (D),2012/11/02,2012/11/03,10800,LV,51,46,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/10/21,2012/10/21,5000,LV,50,44,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Behavior Research Center,2012/10/04,2012/10/10,,LV,40,44,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/10/01,2012/10/03,5950,LV,43,45,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
HighGround/Moore (R)*,2012/09/25,2012/09/26,5000,LV,43,40,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/09/25,2012/09/25,5000,LV,47,41,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/09/07,2012/09/09,9930,LV,44,43,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/07/23,2012/07/25,8330,RV,38,38,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/06/26,2012/06/26,5000,LV,47,31,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Project New America/PPP (D),2012/06/04,2012/06/05,7910,LV,43,41,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/05/17,2012/05/20,5000,RV,48,35,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Magellan (R),2012/04/30,2012/05/02,9090,LV,44,40,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Rasmussen Reports,2012/03/13,2012/03/13,5000,LV,47,34,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
NBC News/Marist,2012/02/19,2012/02/20,24870,RV,42,29,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2012/02/17,2012/02/19,7430,RV,46,35,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
PPP (D),2011/11/17,2011/11/20,5000,RV,40,36,,2012,arizona,,46.2036121603515,49.2309070696463,4.56548077000226,1
Field,2012/10/25,2012/10/30,7510,LV,33,54,,2012,california,,62.5242844721446,37.4757155278554,0,0
LA Times/USC,2012/10/15,2012/10/21,14400,LV,38,55,,2012,california,,62.5242844721446,37.4757155278554,0,0
Reason-Rupe,2012/10/11,2012/10/15,5080,LV,34,60,,2012,california,,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/10/07,2012/10/09,5390,LV,35,54,,2012,california,,62.5242844721446,37.4757155278554,0,0
Field,2012/10/17,2012/10/24,8150,LV,32,56,,2012,california,,62.5242844721446,37.4757155278554,0,0
Field,2012/09/06,2012/09/18,9020,LV,31,57,,2012,california,,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/09/09,2012/09/11,5240,LV,37,55,,2012,california,,62.5242844721446,37.4757155278554,0,0
Field,2012/06/21,2012/07/02,8480,LV,32,51,,2012,california,,62.5242844721446,37.4757155278554,0,0
SurveyUSA,2012/05/27,2012/05/29,15750,RV,34,50,,2012,california,,62.5242844721446,37.4757155278554,0,0
PPP (D),2012/11/01,2012/11/02,12200,LV,43,52,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/28,2012/10/28,5000,LV,45,51,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/10/19,2012/10/22,14120,LV,43,49,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
SurveyUSA,2012/10/19,2012/10/21,5750,LV,43,47,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Mason-Dixon,2012/10/15,2012/10/17,6250,LV,44,44,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/21,2012/10/21,5000,LV,47,48,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Hartford Courant/UConn,2012/10/11,2012/10/16,5740,LV,38,44,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Siena,2012/10/04,2012/10/14,5520,LV,44,46,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/10/07,2012/10/07,5000,LV,46,51,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/09/28,2012/10/02,16960,LV,48,47,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/09/24,2012/09/26,8010,LV,42,48,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Hartford Courant/UConn,2012/09/11,2012/09/16,5170,LV,33,37,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/08/22,2012/08/26,14720,LV,49,46,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/08/22,2012/08/23,8810,RV,44,48,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Rasmussen Reports,2012/08/21,2012/08/21,5000,LV,49,46,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/07/26,2012/07/29,7710,LV,42,50,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/05/29,2012/06/03,14080,RV,43,46,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2012/03/14,2012/03/19,16220,RV,37,52,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2011/09/22,2011/09/25,5920,RV,43,50,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Quinnipiac,2011/09/08,2011/09/13,12300,RV,38,49,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
Daily Kos/PPP (D),2011/03/17,2011/03/20,8220,RV,38,54,,2012,connecticut,,52.4541528968807,39.9909641981156,7.55488290500369,0
PPP (D),2012/11/03,2012/11/04,9550,LV,46,51,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
TBT/Herald/Mason-Dixon,2012/10/30,2012/11/01,8000,LV,43,49,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
NBC/WSJ/Marist,2012/10/30,2012/11/01,15450,LV,43,52,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Gravis Marketing,2012/10/30,2012/10/30,5490,LV,46,49,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
SurveyUSA,2012/10/25,2012/10/27,5950,LV,41,49,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
PPP (D),2012/10/26,2012/10/28,6870,LV,42,50,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
CBS/NYT/Quinnipiac,2012/10/23,2012/10/28,10730,LV,39,52,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Rasmussen Reports,2012/10/25,2012/10/25,7500,LV,46,49,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Sunshine State News/VSS,2012/10/22,2012/10/24,10010,LV,44,49,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Rasmussen Reports,2012/10/18,2012/10/18,7500,LV,43,48,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
PPP (D),2012/10/17,2012/10/18,8000,LV,41,45,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
SurveyUSA,2012/10/17,2012/10/18,6000,LV,40,48,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
PPP (D),2012/10/12,2012/10/14,7910,LV,37,45,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Rasmussen Reports,2012/10/11,2012/10/11,7500,LV,45,46,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
TBT/Herald/Mason-Dixon,2012/10/08,2012/10/10,8000,LV,42,47,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
NBC/WSJ/Marist,2012/10/07,2012/10/09,9880,LV,39,52,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
UNF,2012/10/01,2012/10/09,6830,LV,40,50,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Rasmussen Reports,2012/10/04,2012/10/04,5000,LV,41,52,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
WeAskAmerica,2012/10/04,2012/10/04,12000,LV,44,44,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
NBC/WSJ/Marist,2012/09/30,2012/10/01,8900,LV,41,52,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Gravis Marketing,2012/09/29,2012/09/30,9140,LV,43,43,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
Suffolk/WSVN*,2012/09/27,2012/09/30,6000,LV,34,40,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
PPP (D),2012/09/20,2012/09/23,8610,LV,37,46,,2012,florida,,55.2317561068168,42.2257607070914,2.54248318609183,0
